player_id,talent_total_p96,talent_posterior_sd,weight_prior_league,weight_prior_season,weight_live_season,prior_season_rate,live_season_rate,prior_season_minutes,live_season_minutes,league_prior_rate,prior_source,talent_total_p96_low,talent_total_p96_high,slug,player_name,nationality,birth_date,current_team_name,current_team_abbreviation,sample_status,live_minutes,evidence_minutes,talent_percentile,talent_percentile_low,talent_percentile_high,talent_rank,in_live_season
KAqBjB97qb,0.025769279156974856,0.08603977630813729,0.7257538997034482,0.0,0.27424610029655183,,-0.04239704069050556,0.0,2433.0,0.05152780060257464,no_prior_season,-0.1157535588091573,0.16729211712310701,ethan-horvath,Ethan Horvath,USA,1995-06-09,New York Red Bulls,NYRB,qualified,2433.0,2433.0,25.746491787593683,0.0,97.7090309892096,52.0,True
XVqKneW501,0.02510950330422256,0.08091366341440429,0.6418515022585823,0.3581484977414176,0.0,-0.022235728952772066,,2922.0,0.0,0.05152780060257464,prior_season_available,-0.10798162928580828,0.1582006358942534,stefan-frei,Stefan Frei,USA,1986-04-20,Seattle Sounders FC,SEA,qualified,0.0,2922.0,24.938207622388774,0.0,96.08581831712114,53.0,False
odMXEAde5Y,0.02366096960232516,0.09760204121144266,0.9339177587881077,0.014258062677603042,0.05182417853428938,0.8218999999999999,-0.6981386138613862,96.0,202.0,0.05152780060257464,prior_season_available,-0.13688010170476497,0.1842020409094153,adam-beaudry,Adam Beaudry,USA,2006-04-18,Colorado Rapids,COL,limited,202.0,298.0,24.839206931377237,0.0,97.7090309892096,54.0,True
aDQ0N1Kv5E,0.02231854990477452,0.09519404381345374,0.8884037533637064,0.11159624663629363,0.0,-0.21021263940520438,,807.0,0.0,0.05152780060257464,prior_season_available,-0.134261718152921,0.17889881796247006,kim-joon-hong,Kim Joon-Hong,South Korea,2003-06-03,D.C. United,DCU,provisional,0.0,807.0,24.740206240365705,0.0,97.7090309892096,55.0,False
4JMAaDp2MK,0.02085116669049104,0.08370787864912839,0.686947432981222,0.313052567018778,0.0,-0.04646415711947626,,2444.0,0.0,0.05152780060257464,prior_season_available,-0.11683604095777954,0.1585383743387616,aljaz-ivacic,Aljaž Ivačič,Slovenia,1993-12-29,New England Revolution,NER,qualified,0.0,2444.0,24.740206240365705,0.0,96.08581831712114,56.0,False
BLMva87Qxe,0.018789058106071028,0.07396794700773353,0.536386653138998,0.20943910556690107,0.25417424129410093,0.055599220880405135,-0.08063137078651685,2567.0,2225.0,0.05152780060257464,prior_season_available,-0.10287738767329681,0.14045550388543887,roman-burki,Roman Bürki,Switzerland,1990-11-14,St. Louis City SC,STL,qualified,2225.0,4792.0,23.1482219741668,0.0,96.08581831712114,57.0,True
zeQZJYDZQK,0.018063188951698863,0.08322494859120447,0.679043981004299,0.0,0.3209560189957011,,-0.05273761169780665,0.0,2462.0,0.05152780060257464,no_prior_season,-0.11882966944010953,0.15495604734350726,lucas-hoyos,Lucas Hoyos,Argentina,1989-04-29,Atlanta United FC,ATL,qualified,2462.0,2462.0,20.738319247328974,0.0,96.08581831712114,58.0,True
0x5gZ9mM7O,0.017260220865647852,0.0853616298264677,0.7143585219564336,0.2856414780435664,0.0,-0.06843929931454684,,2626.0,0.0,0.05152780060257464,prior_season_available,-0.12314716540173842,0.15766760713303413,brad-guzan,Brad Guzan,USA,1984-09-09,Atlanta United FC,ATL,qualified,0.0,2626.0,19.920400786690053,0.0,96.08581831712114,59.0,False
KPqjo08PQ6,0.015426685264512905,0.09261319147845391,0.8408848609709038,0.15911513902909633,0.0,-0.175358940397351,,604.0,0.0,0.05152780060257464,prior_season_available,-0.13690845847402341,0.16776182900304923,evan-bush,Evan Bush,USA,1986-03-06,Columbus Crew,CLB,provisional,0.0,604.0,19.920400786690053,0.0,97.7090309892096,60.0,False
0Oq6woOxQ6,0.009164886825942374,0.08612016986914439,0.7271107883765684,0.27288921162343166,0.0,-0.10371070635273211,,2251.0,0.0,0.05152780060257464,prior_season_available,-0.13249018678044971,0.15081996043233448,maarten-paes,Maarten Paes,Netherlands,1998-05-14,FC Dallas,FCD,qualified,0.0,2251.0,19.920400786690053,0.0,96.08581831712114,61.0,False
